reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards
"2022.3697","other food product / mixed","food","Undeclared allergen egg in Herbalife from Germany","23-06-2022 17:18:49","Netherlands","alert notification","serious","Austria,Belgium,Germany,Iceland,Ireland,Italy,Malta,Mexico,Moldova,Netherlands,Poland,Romania,Sweden,Switzerland,Türkiye,United Kingdom","Belgium,France,Germany,INFOSAN,Latvia,Lithuania,Luxembourg,Netherlands,Poland","Austria,Belgium,Estonia,Germany,Iceland,Ireland,Italy,Latvia,Lithuania,Luxembourg,Malta,Netherlands,Poland,Romania,Sweden,Switzerland","Belgium,Germany,Netherlands,Romania","Germany",""
"2022.3696","poultry meat and poultry meat products","food","Salmonella Typhimurium in meat preparation from Poland, via Hungary","23-06-2022 17:13:07","Slovakia","alert notification","serious","Hungary,Slovakia","","Hungary,Poland,Slovakia","Hungary,Poland,Slovakia","Poland","Salmonella typhimurium "
"2022.3695","meat and meat products (other than poultry)","food","Gluten in gluten free kebab from Germany","23-06-2022 17:02:47","Sweden","alert notification","serious","Sweden","Sweden","Germany","Germany,Sweden","Germany","gluten  too high content"
"2022.3694","feed materials","feed","Chlorpyrifos and bifenthrin in maize from Brasil","23-06-2022 16:39:27","Spain","information notification for attention","not serious","Spain","","","Brazil,Spain","Brazil","bifenthrin  ,chlorpyrifos  unauthorised substance"
"2022.3692","fruits and vegetables","food","Chlorpyrifos in pear from China","23-06-2022 16:30:48","Denmark","information notification for follow-up","undecided","Austria,Belgium,Denmark,Finland,France,Germany,Hungary,Ireland,Luxembourg,Netherlands,Northern Ireland,Norway,Portugal,Spain,Sweden,United Kingdom","Germany,INFOSAN,Netherlands,Spain","Austria,Belgium,Denmark,Finland,France,Germany,Hungary,Ireland,Luxembourg,Netherlands,Norway,Portugal,Spain,Sweden","China,Denmark,Netherlands,Spain","China","chlorpyrifos  unauthorised substance"
"2022.3690","fruits and vegetables","food","Unauthorised substance chlorpyrifos in yellow lentils","23-06-2022 16:27:26","Denmark","alert notification","serious","Austria,Belgium,Croatia,Denmark,Finland,France,Germany,Iceland,Netherlands,Spain,Sweden","INFOSAN","Austria,Belgium,Croatia,Denmark,Finland,France,Germany,Iceland,Netherlands,Spain,Sweden","Denmark,Netherlands,United Kingdom","United Kingdom","chlorpyrifos  unauthorised substance"
"2022.3687","herbs and spices","food","Chlorpyrifos in parsley from Belgium","23-06-2022 15:37:33","Belgium","alert notification","undecided","Luxembourg,Netherlands","","Luxembourg,Netherlands","Belgium","Belgium","chlorpyrifos  unauthorised substance"
"2022.3686","dietetic foods, food supplements and fortified foods","food","Ethylene oxide in food supplement Fat Belly","23-06-2022 15:26:24","Netherlands","alert notification","serious","Czech Republic,Germany,Netherlands,Spain,Sweden","INFOSAN,Netherlands","Czech Republic,Germany,Spain,Sweden","Netherlands,United States","United States","2-chloroethanol  "
"2022.3682","cereals and bakery products","food","Ethylene oxide in spice mix from instant noodle dish and labelling deficiencies in instant noodle dish from Thailand, via the Netherlands","23-06-2022 12:57:51","Germany","information notification for follow-up","undecided","Austria,Belgium,Bulgaria,Croatia,Czech Republic,Denmark,Faeroe Islands,Finland,France,Germany,Greece,Greenland,Hungary,Iceland,Ireland,Italy,Latvia,Luxembourg,Malta,Netherlands,Northern Ireland,Norway,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Suriname,Sweden,Switzerland,United Kingdom","INFOSAN,Ireland,Latvia,Lithuania,Netherlands,Poland","Austria,Belgium,Bulgaria,Croatia,Czech Republic,Denmark,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Latvia,Lithuania,Luxembourg,Malta,Netherlands,Norway,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,Switzerland","Denmark,Germany,Netherlands,Romania,Thailand","Thailand","2-chloroethanol  ,ethylene oxide  "
"2022.3680","alcoholic beverages","food","brandy without any traceability data","23-06-2022 12:00:45","Slovenia","information notification for attention","undecided","Slovenia","INFOSAN","","Albania,Slovenia","Albania",""
"2022.3679","fish and products thereof ","food","mercury in swordfish from Seychelles","23-06-2022 10:37:18","France","information notification for attention","serious","France,Switzerland","INFOSAN,Switzerland","","France,Seychelles","","mercury  "
"2022.3678","pet food","feed","Salmonella Derby and Infantis in complete dog food \"Beef recipe\" from Lithuania","23-06-2022 10:36:58","Lithuania","information notification for follow-up","not serious","Belgium,Croatia,France,Germany,Greece,Italy,Luxembourg,Netherlands,Spain,Sweden,United Kingdom","Lithuania","Belgium,Croatia,France,Germany,Greece,Italy,Lithuania,Luxembourg,Netherlands,Spain,Sweden","Lithuania","Lithuania","Salmonella Derby ,Salmonella infantis "
"2022.3676","poultry meat and poultry meat products","food","Salmonella Infantis in chicken breast fillets from Poland","23-06-2022 10:15:19","Czech Republic","information notification for attention","serious","Czech Republic","Czech Republic,Poland","","Czech Republic,Poland","Poland","Salmonella infantis "
"2022.3675","fruits and vegetables","food","Cadmium in bio avocado","23-06-2022 09:41:15","Netherlands","alert notification","serious","Austria,Belgium,France,Germany,Ireland,Italy,Luxembourg,Netherlands,Romania,Slovakia,Spain,Switzerland","INFOSAN,Netherlands","Austria,Belgium,France,Germany,Ireland,Italy,Luxembourg,Romania,Slovakia,Spain,Switzerland","Italy,Netherlands,Peru,Romania,Spain","Peru","cadmium  "
"2022.3672","nuts, nut products and seeds","food","aflatoxins in Brazilian peanuts","23-06-2022 08:55:31","Netherlands","border rejection notification","serious","","","","Brazil,Netherlands","Brazil","Aflatoxin B1  ,aflatoxin total "
"2022.3670","nuts, nut products and seeds","food","Unauthorised substance (haloxyfop) in groundnuts from Brazil","22-06-2022 18:02:52","Hungary","border rejection notification","no risk","Hungary,Slovenia","","","Brazil,Hungary,Netherlands,Slovenia","Brazil","haloxyfop  unauthorised substance"
"2022.3669","fish and products thereof ","food","Listeria monocytogenes detected in smoked salmon","22-06-2022 17:59:12","Ireland","information notification for attention","serious","Northern Ireland,United Kingdom","INFOSAN","","Ireland","Ireland","Listeria monocytogenes "
"2022.3668","nuts, nut products and seeds","food","Unauthorised substance (haloxyfop) in groundnuts from Brazil","22-06-2022 17:57:55","Hungary","border rejection notification","no risk","Hungary,Slovenia","","","Brazil,Hungary,Netherlands,Slovenia","Brazil","haloxyfop  unauthorised substance"
"2022.3667","nuts, nut products and seeds","food","Unauthorised substance (haloxyfop) in groundnuts from Brazil","22-06-2022 17:52:38","Hungary","border rejection notification","no risk","Hungary,Slovenia","Netherlands,Slovenia","","Brazil,Hungary,Netherlands,Slovenia","Brazil","haloxyfop  unauthorised substance"
"2022.3666","herbs and spices","food","Salmonella enterica ser. Napoli in fresh thyme from Italy, packaged in the Netherlands","22-06-2022 17:52:15","Finland","information notification for attention","serious","Belgium,Finland,Germany,Netherlands","Belgium,Germany,Italy,Netherlands","Netherlands","Finland,Italy,Netherlands","Italy","Salmonella Napoli "
"2022.3665","nuts, nut products and seeds","food","Unauthorised substance (haloxyfop) in groundnuts from Brazil","22-06-2022 17:45:54","Hungary","border rejection notification","no risk","Hungary,Slovenia","","","Brazil,Hungary,Netherlands,Slovenia","Brazil","haloxyfop  unauthorised substance"
"2022.3664","fish and products thereof ","food","Mercury above allowed maximum level in Helicolenus dactylopterus from Morocco","22-06-2022 17:38:12","Spain","information notification for attention","serious","","INFOSAN","","Morocco,Spain","Morocco","mercury  "
"2022.3663","fish and products thereof ","food","Mercury above the legal limit in frozen caella from Spain","22-06-2022 17:35:04","Spain","alert notification","serious","Germany,Portugal,Spain","Germany,Portugal","Germany,Portugal,Spain","Spain","Spain","mercury  "
"2022.3662","dietetic foods, food supplements and fortified foods","food","unsafe ingredient Withania somnifera in food supplement offered online for sale","22-06-2022 17:33:55","Denmark","information notification for follow-up","undecided","","","Netherlands","Netherlands","Netherlands",""
"2022.3661","dietetic foods, food supplements and fortified foods","food","Traces of peanuts, nuts and sesame seeds not labeled in protein bar from Netherlands","22-06-2022 16:09:19","Norway","alert notification","serious","Norway","Norway","Netherlands,Norway,Sweden","Netherlands,Norway,Sweden","Netherlands",""
"2022.3660","food contact materials","food contact material","Formaldehyde in Jia Wei Melamine Plastic Bamboo Side Plate ","22-06-2022 15:57:36","Ireland","border rejection notification","serious","Ireland","","","China,Ireland","China","formaldehyde  migration"
"2022.3659","poultry meat and poultry meat products","food","hind quarter chicken - Salmonella enteritidis","22-06-2022 15:31:06","Poland","information notification for attention","serious","Belgium,Germany,Poland","Belgium,Germany,Poland","Poland","Belgium,Poland","Poland","Salmonella Enteritidis "
"2022.3658","food contact materials","food contact material","Liberación de aminas primarias en utensilios de cocina de China. Releasing of primary Aromatic amines in kitchenware from China.","22-06-2022 15:23:34","Spain","border rejection notification","undecided","Spain","","","China,Spain","China","primary aromatic amines  migration"
"2022.3657","cephalopods and products thereof","food","Rotura de la cadena de frío en Sepia (Sepia officinalis) y Pota (Illex) congelada de Marruecos. // Poor temperature control in frozen Cuttle fish (Sepia officinalis) and Squid (Illex)) from  Morocco.","22-06-2022 15:23:21","Spain","border rejection notification","not serious","","","","Morocco,Spain","Morocco",""
"2022.3656","fish and products thereof ","food","Rotura cadena de frío en sardina congelada de Marruecos; Poor temperature control in frozen saardine from Morocco","22-06-2022 15:22:46","Spain","border rejection notification","undecided","","","","Morocco,Spain","Morocco",""
"2022.3651","poultry meat and poultry meat products","food","Salmonella spp (Group O Salmonella: 13,22,23 (G) in chicken kebab","22-06-2022 14:32:02","Poland","alert notification","serious","France","","France","Poland","Poland","Salmonella spp. "
"2022.3650","fruits and vegetables","food","Listeria monocytogenes in salads \"Mediterranean mixture\" from Sweden","22-06-2022 14:22:45","Latvia","information notification for attention","not serious","Latvia","Sweden","","Latvia,Sweden","Sweden","Listeria monocytogenes "
"2022.3647","fruits and vegetables","food","Chlorpyrifos in lettuce from Belgium","22-06-2022 12:16:54","Belgium","alert notification","undecided","France,Germany,Luxembourg,Netherlands","Luxembourg","France,Germany,Luxembourg,Netherlands","Belgium","Belgium","chlorpyrifos  unauthorised substance"
"2022.3643","fruits and vegetables","food","Pesticide residues above MRL in raisins from Iran","21-06-2022 18:32:04","Norway","information notification for attention","undecided","Norway","INFOSAN","","Iran,Norway","Iran","captan  ,chlorpyrifos  unauthorised substance,fenpropathrin  ,propargite  "
"2022.3642","soups, broths, sauces and condiments","food","Undeclared gluten in a batch of Suma Organic Spicy Lentil Soup","21-06-2022 17:40:33","Ireland","alert notification","serious","Ireland,Malta","INFOSAN","Malta","Ireland,United Kingdom","United Kingdom",""
"2022.3641","poultry meat and poultry meat products","food","Salmonella Typhimurium in turkey products from Poland","21-06-2022 16:51:44","Netherlands","alert notification","serious","Belgium,Netherlands","Netherlands","Netherlands,Poland","Netherlands,Poland","Poland",""
"2022.3640","cereals and bakery products","food","Foreign bodies (hard plastic/glass) in cookies from Poland","21-06-2022 16:36:02","Iceland","alert notification","serious","Iceland","Poland","Iceland","Iceland,Poland","Poland",""
"2022.3639","dietetic foods, food supplements and fortified foods","food","Dietary supplements containing Ashwagandha from the website www.bulk.com which is registered in UK","21-06-2022 16:29:32","Denmark","information notification for attention","undecided","Denmark","INFOSAN","","United Kingdom","United Kingdom",""
"2022.3638","nuts, nut products and seeds","food","aflatoxins in peanut butter from Ghana","21-06-2022 15:58:27","Italy","border rejection notification","serious","","","","Ghana,Italy","Ghana","Aflatoxin B1  ,aflatoxin total "
"2022.3637","prepared dishes and snacks","food","egg and fish undeclared on chilled tuna pasta salad mislabelled as feta pasta salad from Belgium","21-06-2022 15:34:28","Belgium","alert notification","serious","Germany","","Germany","Belgium","Belgium",""
