reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards
"2023.3564","fats and oils","food","Unauthorized color sudan red IV in palm oil from Guinea","26-05-2023 22:07:10","Belgium","border rejection notification","serious","","","Guinea","Belgium,France,Guinea","Guinea","Sudan 4 unauthorised colour"
"2023.3563","nuts, nut products and seeds","food","Aflatoxins in pistachios originating from USA, dispatched from Türkiye","26-05-2023 22:05:30","Belgium","border rejection notification","serious","","INFOSAN","","Belgium,Türkiye,United Arab Emirates","United States","Aflatoxin B1  ,aflatoxins  "
"2023.3562","prepared dishes and snacks","food","acrylamid in  potato chips from Kosovo","26-05-2023 19:52:09","Slovenia","information notification for follow-up","potentially serious","Italy","Kosovo","","Italy,Kosovo","Kosovo","acrylamide  high level"
"2023.3561","ices and desserts","food","Lactose in lactose-free organic yoghurt ice cream, made in Italy","26-05-2023 19:30:17","Germany","alert notification","potential risk","Germany","","Italy","Germany,Italy","Italy","lactose  undeclared"
"2023.3560","bivalve molluscs and products thereof","food","salmonella spp. in frozen scallops from Canada","26-05-2023 17:22:07","France","information notification for attention","serious","France","INFOSAN","","Canada,France","Canada","Salmonella spp  "
"2023.3558","meat and meat products (other than poultry)","food","Presence of Salmonella spp in frozen veal escalope from Spain","26-05-2023 16:53:18","Spain","alert notification","serious","Portugal","","Portugal","Spain","Spain","Salmonella  "
"2023.3557","fruits and vegetables","food","Pesticides residues in chili peppers from Senegal","26-05-2023 16:49:00","Belgium","alert notification","serious","Netherlands","","Netherlands","Netherlands,Senegal","Senegal","chlorpyrifos  unauthorised substance"
"2023.3556","fruits and vegetables","food","chlorpyrifos in tomato","26-05-2023 16:32:51","Slovenia","information notification for attention","potentially serious","Croatia,Slovenia","Croatia,INFOSAN,Slovenia","","Croatia,Slovenia,Türkiye","Türkiye","chlorpyriphos-ethyl  "
"2023.3555","dietetic foods, food supplements and fortified foods","food","Unauthorised novel food ingredient artemisia annua extract in food supplement from Hungary","26-05-2023 16:24:37","Slovenia","information notification for follow-up","potential risk","Romania,Slovenia,Spain,Sweden","","Hungary,Romania,Slovenia,Spain,Sweden","Hungary,Slovenia","Hungary",""
"2023.3553","feed materials","feed","aflatoxins in corn from Croatia","26-05-2023 16:14:31","Slovenia","alert notification","serious","Italy,Slovenia","Slovenia","Croatia,Italy,Slovenia","Croatia,Italy,Slovenia","Croatia","Aflatoxin B1  "
"2023.3550","fats and oils","food","unauthorised substance chlorpyrifos in soybean oil from Ukraine","26-05-2023 16:01:33","Poland","border rejection notification","potentially serious","","","","Poland,Ukraine","Ukraine","chlorpyrifos  "
"2023.3549","fish and products thereof ","food","Histamine in tuna (thunnus albacares) from Spain","26-05-2023 15:54:28","Spain","alert notification","serious","Germany,Italy,Portugal,Spain","Belgium,France,Germany,Italy,Netherlands,Spain","Germany","Italy,Spain","Spain","histamine  "
"2023.3548","poultry meat and poultry meat products","food","Salmonella typhimurium in fresh chicken meat","26-05-2023 15:37:19","Netherlands","border rejection notification","serious","Germany","Germany","","Brazil,Netherlands,Switzerland","Brazil","Salmonella typhimurium "
"2023.3547","fats and oils","food","Chlorpyrifos in unrefined sunflower oil from Ukraine ","26-05-2023 15:32:47","Poland","border rejection notification","potentially serious","","Poland,Ukraine","","Poland,Ukraine","Ukraine","chlorpyrifos  "
"2023.3546","fruits and vegetables","food","Pesticides residues in Green raisin from Afghanistan","26-05-2023 15:26:37","Belgium","border rejection notification","serious","Belgium","","Afghanistan","Afghanistan,Belgium","Afghanistan","chlorpyrifos  unauthorised substance"
"2023.3545","feed materials","feed","Salmonella in porcine blood plasma","26-05-2023 15:25:11","Austria","information notification for follow-up","potential risk","Austria","Austria","Belgium","Austria,Belgium","Belgium","Salmonella Brandenburg "
"2023.3544","fats and oils","food","Chlorpyrifos in unrefined sunflower oil from Ukraine ","26-05-2023 15:19:13","Poland","border rejection notification","potentially serious","","","","Poland,Ukraine","Ukraine","chlorpyrifos  "
"2023.3543","fats and oils","food","Chlorpyrifos in unrefined sunflower oil from Ukraine ","26-05-2023 15:12:27","Poland","border rejection notification","potentially serious","","Poland,Ukraine","","Poland,Ukraine","Ukraine","chlorpyrifos  "
"2023.3540","meat and meat products (other than poultry)","food","Listeria monocytogenes Detected in a Batch of Cooked Streaky Bacon Rashers","26-05-2023 14:42:53","Ireland","information notification for follow-up","potentially serious","Ireland","","","Ireland,Netherlands","Netherlands","Listeria monocytogenes "
"2023.3539","other food product / mixed","food","Foreign body (metal chips) in organic tofu product from Germany","26-05-2023 14:40:23","Germany","alert notification","serious","Albania,Austria,Belgium,Croatia,Cyprus,Czech Republic,Denmark,Estonia,France,Georgia,Germany,Iceland,Ireland,Italy,Kosovo,Latvia,Liechtenstein,Lithuania,Luxembourg,Netherlands,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,Switzerland,United Kingdom,United States","Austria,Belgium,Czech Republic,Estonia,Germany,INFOSAN,Netherlands,Poland","Austria,Belgium,Croatia,Cyprus,Czech Republic,Denmark,Estonia,France,Germany,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Netherlands,Poland,Romania,Slovakia,Slovenia,Sweden,Switzerland","Austria,Belgium,Denmark,France,Germany,Italy,Latvia,Netherlands,Poland,Romania,Switzerland","Belgium,Germany,Italy","fragments metal "
"2023.3537","cereals and bakery products","food","presenza di corpi estranei ( metallo e plastica ) in riso dal Pakistan","26-05-2023 14:00:02","Italy","border rejection notification","serious","","","","Italy,Pakistan","Pakistan",""
"2023.3536","dietetic foods, food supplements and fortified foods","food","Absence of official certificate for food supplements containing botanicals from India","26-05-2023 12:48:17","Slovenia","border rejection notification","no risk","","","","India","",""
"2023.3533","prepared dishes and snacks","food","Listeria monocytogenes in organic vegetarian replacement product for animal products","26-05-2023 12:22:27","Germany","information notification for attention","serious","Croatia","Croatia","","Croatia,Germany","Germany","Listeria monocytogenes "
"2023.3531","herbs and spices","food","Aflatoxin B1 in ground turmeric from Turkey","26-05-2023 12:13:10","Germany","information notification for attention","serious","Germany","INFOSAN","","Germany,Türkiye","Türkiye","Aflatoxin B1  "
"2023.3530","fish and products thereof ","food","Exceedance of lead in megrim (cornish sole) from Belgium","26-05-2023 12:10:45","Netherlands","information notification for attention","serious","Netherlands","","","Belgium,Netherlands","Belgium","pesticide residues  "
"2023.3529","fish and products thereof ","food","Presence of Anisakis in chilled mackerel from Spain","26-05-2023 12:09:58","Italy","information notification for attention","not serious","Italy","Spain","","Italy,Spain","Spain","Anisakis  parasitic infestation with"
"2023.3527","poultry meat and poultry meat products","food","Salmonella spp. in marinated chicken thigh fillet with skin from Romania","26-05-2023 11:17:39","Hungary","information notification for attention","serious","Hungary,Romania","Hungary,Romania","","Romania","Romania","Salmonella spp  "
"2023.3524","cereals and bakery products","food","Thiamethoxam and unauthorized substance tricyclazole in rice from India","26-05-2023 09:46:53","Germany","border rejection notification","not serious","","","","Germany,India","India","thiamethoxam  ,tricyclazole  unauthorised substance"
"2023.3522","poultry meat and poultry meat products","food","spicy chicken pieces with salmonella","26-05-2023 09:44:20","France","alert notification","serious","Luxembourg","","Luxembourg","France","France","Salmonella  "
"2023.3521","fruits and vegetables","food","Benzalkonium chloride in tangerines from Turkey","26-05-2023 09:38:06","Czech Republic","information notification for attention","potentially serious","Czech Republic","Austria,Czech Republic,Türkiye","","Austria,Czech Republic,Italy,Türkiye","Türkiye","benzalkonium chloride (BAC)  "
"2023.3519","poultry meat and poultry meat products","food","Salmonella spp., Campylobacter spp. in chicken inner breast fillet from Romania ","25-05-2023 17:57:41","Hungary","information notification for attention","not serious","Hungary","Hungary,Romania","","Romania","Romania","Campylobacter spp. ,Salmonella spp  "
"2023.3518","fish and products thereof ","food","packaging problem in prepacked smoked salmon slices from Belgium","25-05-2023 17:23:29","Belgium","alert notification","potentially serious","Luxembourg","","Luxembourg","Belgium","Belgium",""
"2023.3517","confectionery","food","Salmonella Mbandaka in Helva with vanilla flavor from Türkiye","25-05-2023 17:19:52","Germany","alert notification","serious","Austria,Germany,Italy","INFOSAN,Italy","Austria","Germany,Türkiye","Türkiye","Salmonella  Salmonella Mbandaka"
"2023.3516","dietetic foods, food supplements and fortified foods","food","Presence of an unauthorised substance tadalafil in food supplement","25-05-2023 17:16:42","Slovenia","alert notification","serious","","","Bulgaria,Slovenia,Switzerland","Bulgaria,Switzerland","Switzerland","tadalafil  unauthorised substance"
"2023.3515","nuts, nut products and seeds","food","allergens cashew nuts and macadamia nuts not declared","25-05-2023 17:13:05","Netherlands","alert notification","serious","Aruba,Belgium","INFOSAN","Belgium","Netherlands","Netherlands",""
"2023.3513","dietetic foods, food supplements and fortified foods","food","Marketing of unauthorized novel food ingredient CBD-Oil supplements","25-05-2023 17:11:13","Denmark","information notification for follow-up","potential risk","Denmark,Germany","","Slovenia","Germany,Slovenia","Slovenia","cannabidiol (CBD)  unauthorised novel food ingredient"
"2023.3509","cereals and bakery products","food","Scopolamine in organic teff flour from Germany, with raw material from Bulgaria","25-05-2023 16:57:28","Germany","alert notification","serious","Austria,Czech Republic,France,Germany,Italy,Netherlands,Romania,Sweden,Switzerland","Romania","Austria,Czech Republic,France,Italy,Switzerland","Germany,Netherlands,Romania,South Africa","Bulgaria,South Africa","scopolamine  "
"2023.3508","cereals and bakery products","food","aflatoxin B1 in rice crackers for infants and young children","25-05-2023 16:55:36","Belgium","alert notification","serious","Austria","","Austria","Austria,Belgium","Belgium","Aflatoxin B1  "
"2023.3506","herbs and spices","food","Unauthorised colours Sudan III and Sudan IV in paprika seasoning preparation from Turkey","25-05-2023 16:29:10","Germany","information notification for attention","potential risk","Germany","INFOSAN","","Germany,Türkiye","Türkiye","Sudan 3 unauthorised colour,Sudan 4 unauthorised colour"
"2023.3504","feed materials","feed","Salmonella Derby in freezefried Broiler Harts","25-05-2023 16:00:52","Finland","information notification for follow-up","potentially serious","Finland","","Estonia","Estonia,Finland","Estonia","Salmonella Derby "
"2023.3502","fruits and vegetables","food","Mould formation on dried apricots from Turkiye","25-05-2023 15:50:07","Netherlands","information notification for follow-up","not serious","Austria,Netherlands","INFOSAN","Austria","Netherlands,Türkiye","",""
"2023.3501","cereals and bakery products","food","Thiamethoxam, tricyclazole and imidacloprid in rice from India","25-05-2023 15:43:42","Germany","border rejection notification","not serious","Germany","","","Germany,India","India","imidacloprid  ,thiamethoxam  ,tricyclazole  unauthorised substance"
"2023.3500","poultry meat and poultry meat products","food","Salmonella Enteritidis and Salmonella Infantis in frozen chicken leg meat form Poland","25-05-2023 14:54:06","Czech Republic","alert notification","serious","Czech Republic","","Poland","Czech Republic,Poland","Poland","Salmonela enteritidis ,Salmonella infantis "
